Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
293845,B00020HHM2,A1QP7KX8ANVI00,Sandra Reece,0,0,5,1333929600,mmmmh... jummy,i really have to say I love this chamomile tea. Especially when I have a cough and/or cold I brew some and pour it in a bowl to inhale the chamomile vapors. It works just great. Of course I also love to drink it when I'm sick. I like the chamomile taste and that there are not other ingredients in it but the chamomile.
293846,B00020HHM2,A1YJNI5NUYVJKG,RLH,0,0,5,1333929600,Love this tea,Better than many I have tried.  With a little honey this is a terrific cup of tea.  Going to order more.  Nice and smooth.
293847,B00020HHM2,A3T2SVLHTJOI2X,"Erica A. Potter ""ep""",0,0,4,1333584000,Does the job,I ordered this for my boyfriend because he has trouble sleeping sometimes. He loves it! It makes him a little bit loopy before he goes to sleep but he likes the feeling. The only thing I don't like is that on the shelf it smells like vomit. It grosses me out. It doesn't smell like that when it's brewed.
293848,B00020HHM2,A333ABL4WW067D,Brandy,0,0,1,1332374400,Fish tea,"I know nettle tea has a pretty distinct taste, but this particular brand was just unbearable. The smell reminded me of fish food pellets, and it had a fishy taste, too. I bought a pound of loose nettles from somewhere else for a lot cheaper, and the taste is so much better."
293849,B00020HHM2,A3JGXC99P2U2RI,Joseph S. DMD,0,0,1,1332288000,This is the foulest Tea ever,These reviews are wrong.It may work but I could not swallow this disgusting swill. I have many Teas. Let me describe this one. Get compost from a gardening store and brew that in a french press. The burnt leaf taste is pungent. Take the pills and buy some earl grey.
293850,B00020HHM2,A2DDALFVSQTE0J,SusieQ,0,0,5,1331856000,This works!,I dont do this as much as i should becuase it makes you poop all day!!!! but its awesome for detox and sometimes it makes you nausous but other than that its good. tasts good
293851,B00020HHM2,A15QRUAQB1QWVD,1969GTO,0,0,5,1331510400,Excellent,the tea is very good with honey and I have seen a difference. I have lost 3lbs since taking it.
293852,B00020HHM2,A2ECZDJE7AEM67,vohnvest,0,0,4,1331251200,"Bad taste, but helps you fall asleep",I bought this to help me fall asleep and it works although it tastes and smell really bad. Make sure to put this in some sort of a glass jar to prevent your kitchen from stinking. I found that if i added cream to this tea it would help the taste but its still pretty bad.
293853,B00020HHM2,AMA4VS04DUD6B,Sydnie,0,0,5,1330387200,Awesome Tea,"I drank this tea at least 4 days a week during the last 6 weeks of my pregnancy.  I wish I did it the entire last trimester and everyday!  I had a 6 hour natural labor and delivery and I only pushed for 15 minutes.  My contractions, even at their most intense, only felt like strong menstrual cramps.  I brewed my tea double strength and then drank it with lemonade.  Delicious and refreshing!  Even on it's own as a hot tea, it's pretty palatable.  My last trimester was in the summer though, so I always drank it iced.  I also used Evening Primrose Oil suppositories for the last 5 weeks. I really believe that these two factors are the main reason why my labor and delivery was so fast and EASY!"
293854,B00020HHM2,A3PA1Q5C43YY52,Andrea Rivers,0,0,5,1329523200,Good Tea,"This is a good tasting tea at a great price. If you don't normally like raspberry flavor, this isn't really raspberry flavor, if that makes sense. No heavy flavor."
293855,B00020HHM2,A1WAJOTHDPH97P,"Maria H. Magoun ""Rusalka""",0,0,5,1329091200,Fennel Seed Tea Bags,I do like herbal teas in general and this fennel seed tea has a very pleasant aroma and taste to it.
293856,B00020HHM2,AL1EKHJ4UZF8Z,smilin29,0,0,5,1328400000,It works!,"I have used this product for quite some time on and off.  It is easy to use, drink a cup before bed and<br />excellent results in the morning.  It is very beneficial for those times when life gets you out of sync."
293857,B00020HHM2,AFU4E0FKGUQ7A,W Everett,0,0,1,1327968000,"Weak, wimpy, worthless",This tea is weak at best when compared to other rose hip teas I have tried. The bags have no string and tag. The bags are the limpest and often fall apart while squeezing. The only brand of tea I have ever had do this. I drink 4 to six cups of tea a day of various types and this is a very lame tea.
293858,B00020HHM2,A1RFM786MYBG8G,Mswalleye,0,0,5,1325808000,Distinct Odor but I Really Like It ..,"This tea has a strong pungent smell that my husband hates (he says stinky socks) but call me weird I really like it.  I like parmasean cheese too though and that stinks.  Anyhow, I find both the aroma very relaxing and find that after a cup I am tired and ready to go to bed.  I am not even sure if it is the aroma or the actual tea that is knocking me out but for some reason it is so right for this body."
293859,B00020HHM2,A3SL4RPY4KDNAQ,Tara,0,0,5,1325376000,Excellent Tea,Excellent Tea. I enjoy a cup every now and then. It's really aromatic as well. Shipping was fast and hassle free.
293860,B00020HHM2,A3SZXHW69DXMUC,"Shannon Ballard ""pashaneight""",0,0,5,1325030400,tea,Worked great. A Good must have for breastfeeding mothers. Helped in restoring my breastmilk supply and only took two to three days. Will buy again!
293861,B00020HHM2,A2BUEYP4GNZ5P8,MrsLenaC,0,0,2,1322524800,Fenugreek tea,"The taste is not great, but it's bearable. I could not get used to the smell, the unfinished box is still sitting in my drawer and I've no plans to stock up in future."
293862,B00020HHM2,A2APZJZT4OAKBY,April Hamilton,0,0,5,1320624000,Delicious Herbal Tea!,Love this herbal tea! It's so delicious! It tastes just like Oolong Tea from the chinese restaurant minus the unhealthy tannins found in actual tea!
293863,B00020HHM2,A334MQCA8RFELB,Da Calico Cat,0,0,5,1319328000,Yummy tea,"I love this tea.. It was recomended to me by my Dr. to help during pregnancy.. Doesn't taste too bad with some honey, and makes me feel more relaxed."
293864,B00020HHM2,A2YNIKQDLZR2WW,"Laura Steenhagen ""Laura""",0,0,5,1315353600,Great tea for pregnancy,I have used this tea for 2 of my 3 pregnancies. It's a little hard to 1st get used to the taste but now I love it. It helps strengthen the uterus. I started drinking it in my 3rd trimester and drank it for a few weeks postpartum as well.
293865,B00020HHM2,A17X91STB6652Z,Michael E. Califfsr,0,0,5,1314835200,"Hetrbal Teas,Chamomile",This is an outstanding product!! The test is great and lives up to it's ancient name Roman Apples. Altogether  a warm comfortable taste and calming nature.
293866,B00020HHM2,A1ATV7O231DXIS,JuneBug1783,0,0,2,1312329600,Not my cup of tea..,"Supposedly increases milk production? Yeah, I didn't see a difference after drinking this for a good 3+ weeks. Aside from that, it doesn't smell or taste very good. Very herbal medicine-like."
293867,B00020HHM2,A2DZQ4IV1GK7WH,"K. A. Brennan ""Zoot""",0,0,5,1311120000,Fragrant chamomile tea,"I wanted good quality, fresh chamomile tea.  This one is fragrant which is a proof of freshness.  Chamomile is wonderfully calming and soothing."
293868,B00020HHM2,A1WZY9GOEE7IAZ,alidep,0,0,5,1309219200,Very Good!,"The tea taste is very good, I've taken it yesterday for the first time. I'm taking it because of my pregnancy, many friends told me about its precious toning for the uterus."
293869,B00020HHM2,A1189A19X4J6CP,"Cyrus ""Cxy""",0,0,5,1303344000,Best pure St John Tea,"Best one if you are looking for pure St John Wort Tea, all the other St John tea have other items in them hence you effects like high blood pressure get this instead it is better then a regular anti depressant and works right away"
293870,B00020HHM2,A1I9PCPMT3GSKG,Eldood,0,0,5,1296864000,Yum!,"Thought this tea would have been more bitter, but it is surprisingly pleasant to drink without sweeteners!  Less bitter than a black or earl grey tea.  The pack of 3 is a wonderful deal as well.  Had to get creative with storing so much tea in my cupboard, but for the amount you get, the price cannot be beat. Highly recomended!"
293871,B00020HHM2,AJ106JEO96BXI,grandmom,0,0,5,1296172800,Time for tea!,"This tea is lovely for a refreshing iced tea, a comforting hot tea or mixed into a light Sangria.  'Hard to find, but worth the effort."
293872,B00020HHM2,A1YFI21CFKYV5I,Arlene Allen,0,0,5,1266537600,Delicious licorice-flavored tea,"I drink this tea because I love the taste and now, I still enjoy it, even though I was informed that it has some medicinal value, as well."
293873,B00020HHM2,A34PRWLV61Y355,Pseudonym,0,0,5,1264291200,"Fresh tasting, good value","The health benefits are uncertain, but this is a nice variant of another favorite, Celestial Seasonings' Cranberry Apple Zinger. The Alvita tea is tart, light, and refreshing - and Alvita has a long history making healthful products that are also surprisingly good values."
293874,B00020HHM2,A2VTVPQVTZ8W1A,Nikki,3,5,5,1294358400,Fast Shipment,"I ordered Valerian Root tea. The price was a great deal, and shipment was really fast! I would recommend this seller to anyone, and I would definitely do business with them again."
293875,B00020HHM2,A1QRA8XPFUEKW5,Veronika138,1,2,5,1325548800,Great for your health,Arrived on time.  What a deal !!! So glad I could find this product on amazon !  I used this when i feel like im getting sick<br />Thanks !
293876,B00020HHM2,A3V9M50SZJ2A2D,LadyFingers,1,2,5,1319328000,Served its purpose,I do not really like tea but I needed to drink it for medical reasons.  Shipping was really fast and the price was good.  I am sure those who like Sage Tea would love it.
293877,B00020HHM2,A26KCYEWGTQEBV,"P. Vanbeek ""Love my Tonks!""",1,2,1,1312588800,Suggested by Dr. Oz,"This tea was suggested by Dr. Oz on his show about how to sleep better. I suffer from insomnia<br />so I bought the wheat germ, Chia seeds and Valerian tea he said would help. Haven't used the wheat germ yet, the Chia seeds we are absolutely loving, especially on top of a crisp salad, but the Valerian tea tastes so horrible I can't even force myself to sip it while holding my nose! It has a real earthy, almost ""manure"" like taste. The woman he had try it on the show sipped it and said ""Oh, that's not bad!"" So I took a chance. I swear, they must have paid her to give it a tasty review. It's vile and I already threw all three boxes of it in the trash!"
293878,B00020HHM2,A2EMM13TIU7IML,I. Santos,1,2,1,1298592000,Not even close...,"This was a waste of money, the item was late, package was torn up,and the tea was terrible, not a good product in my opinion and bad handling."
293879,B00020HHM2,A1J7RSVCF7F7B3,P. Rivera,1,2,5,1296086400,It warmed me up,"I did a little bit more research online before taking this tea...One time I bought Senna tea out of the blue, just for the heck of it...and decided to drink it one night and the next day I was exploding downstairs.<br /><br />So I decided not to do the same with this one. This tea should be taken carefully. It is used as an immune system booster. I think drinking it four times a week is good enough.<br /><br />I really enjoy the warming up effect it has. Although it is suggested to drink with a meal."
293880,B00020HHM2,A2G0DMUKJUFQLD,Amelia S.,1,2,5,1261353600,Good Stiff,My father has been drinking this tea for years. Its so good for you. Especially men.
293881,B00020HHM2,A2FBD3A4TBXMBG,Joyce Clarke,1,2,5,1248307200,Good Tea,I bought the tea for my mother who has asthma.  She said it tastes great and does wonders for her asthmas.
293882,B00020HHM2,A1D76XJYSQPKIU,A. Bowens,1,2,4,1241136000,Hawthorne Berries,Received in good condition and in a timely manner.  Great for relaxing the heart.
293883,B00020HHM2,ALLLTEZ0I5US0,L. Spencer,1,2,5,1174348800,Rose Hip Tea,"Prompt Service and I'm grateful to be able to order my rose hip tea on-line, from a reliable source, instead of running around from store to store looking for it."
293884,B00020HHM2,AB1Q0GEDU5C0R,"dalupster ""jb""",4,7,5,1200096000,Mom swears by it,"This was a gift for mom who had run out.  She swears by it for calming her stomach, says it still works."
293885,B00020HHM2,ADPCK648WY0LZ,I. sonmez,2,4,1,1308787200,horrible taste & stinky,"i ordered this tea to produce more breastmilk after reading on forums how good it is. thinking that it is a very good item I ordered 4 box at one shot! What a mistake! I thought I could drink anything but this is the worst thing ever i ever tasted! Like few others say, it also stinks up your place. I dont know what to do with the whole 4 box, i wasnt even able to drink up the one single cup!"
293886,B00020HHM2,A3827I7HIP1LMB,christine,0,1,1,1346025600,Tasteless!,"I used to get ""Juniper Ridge Juniper Ridge White Sage & Wild Mint Tea"" and LOVE it with a hint of raw honey and I wanted to give this tea a try. Very disappointed- the tea was tasteless and not what i had expected."
293887,B00020HHM2,AE9LVM0KKA8RW,Stacy,0,1,5,1342915200,Horsetail grass tea bags,"Have purchased these tea bas before. I bought them in hope of having stronger . No real success, but will keep trying.<br />Received package in timely manner."
293888,B00020HHM2,A16Q6DGTG8LGAG,Linda E. Ledoux,0,1,4,1333065600,loyal customer,It is good and soothing to drink. I have not tried it too many times yet. I am sharing with my sister.
293889,B00020HHM2,AMN376J6RZWP0,"Dorothy Gale ""JusMe""",0,1,2,1332115200,Personal preference,I had hoped this tea would taste better but it just tastes to me like I steeped weeds from the backyard.
293890,B00020HHM2,ATUXNR3WHD18N,Dix,0,1,4,1328486400,licorice tea,Alvita changed their lea licorice tea not the same - but my daughter likes it.  She normally uses tea in her tea but she said she does not use tea in licorice tea - it is sweet enough.
293891,B00020HHM2,A22CJHEXKM5Z8F,Alley,0,1,1,1306972800,This stuff Smells so baaaad,This tea smells so bad I cant get the smell outta my house.  I know Valerian root doesn't smell like roses but this smell is putrid.  The affects work ok but not the best
293892,B00020HHM2,A20ZM1V1IRQHH,Randyob1,1,3,5,1304121600,Nettle Leaf Tea,"If I can't find this at my local market or in a near by store, I order it from Amazon. I drink this tea after a night of drinking alcohol in order to help cleanse my liver."
293893,B00020HHM2,A1HNIYASPD3RE4,Disappointed,1,3,1,1303689600,Not what they said it is,I purchased this tea because I was told that it helps with excess gas but this tea has made worsen my gas problem. I am very disappointed with the purchase
293894,B00020HHM2,AHUYS6XZ39TJK,Brian J. Goff,2,5,1,1298592000,Hated it,"This review is about the product the seller was great!<br /><br />I heard it was good for sleep couldn't find it local so i bought it here. It stunk up my house, taste awful. save your money and buy any other tea out there."
293895,B00020HHM2,A10PJEHY3JKKQG,James Ng,3,7,1,1303084800,Nasty stuff,"This stuff taste the worse, no sweetner helps and it stinks up the place...Stay away from this stuff, what a waste of money."
293896,B00020HHM2,A2WNN1DQVL4LH5,Caddycat,0,2,1,1333670400,Pond water would taste better..,"Stale, tastless crap. Dont bother. The hassle to return is riduclous, you have to pay and it has to be thrown out anyway, Why put customer thru all this for cheap little item."
293897,B00020HHM2,A3IMFBFX5L85S9,Ashima Gupta,0,2,2,1326844800,No taste or flavor,I had a hard time drinking this tea as it tastes like cardboard! There's no taste or flavor. I don't know if it actually works to strengthen the uterus as I wasn't able to make myself have it for the couple of months required. I'm not sure if all raspberry tea tastes like this or just this brand.
293898,B00020HHM2,A3JUM0WSKPN0NT,K. Shanks,1,4,1,1293321600,Stale,"I think these had been sitting around in a warehouse for a long time, because it took them a long time to send it to me and, when I got it, the tea tasted like cardboard. I've had red rasberry leaf tea before, so I know it's not supposed to taste like this..."
293899,B00020HHM2,A2GPIFSNT7VXPW,Martha Weiner,2,6,3,1223078400,feel better,It seems like this product is working as I do feel better.<br /><br />Will probably order some more.  Good service after their stock was replaced.<br /><br />M. Weiner
293900,B00020HHM2,A16QUBP9J1KSDM,"Martha G. Huebert ""retired teacher""",4,10,3,1195171200,"tea OK, postage way too high","The sage tea is OK, but I was surprised that for 2 boxes from the same sender was I charged double the postage -- the tea weighs next to nothing.  Why not charge for the actual weight instead of a set price for each item?"
293901,B00020HHM2,A6ZY59M7WOAS0,Afshin A. Nahavandi,1,6,5,1207526400,nice product,"In ayurvedic medidicne and in yoga exxercises some times you need to use herbal meds for balancing the chakras and energy channels, so this is one of the needed ones<br />but please use under instruction of your yoga and ayurvedic teacher"
293902,B00020HHM2,A3OJ5D1THAJKYY,Southern Belle,0,5,1,1084665600,Add honey?,Are you supposed to avoid sugars if you have a urinary tract infection?
293903,B00020HHM2,ABK32ED0M15MR,Christy Funk,1,7,5,1254096000,Horsetail Grass Tea,Too early to know.  I was recommended that this product helps out the joints.  I have been enjoying the tea going on one week.
293904,B00020HHM2,A1AAOIZQ5JNUVL,Amanda,1,13,1,1205884800,Disgusting!,This tea tastes nasty.  Maybe I just dont like sage but it made me gag!
293905,B00020HHM2,A1CYNZMKTXO222,"Nylsa V. Barris ""Nukelegs""",0,12,1,1253664000,Do not order this product....,"It has been over three weeks and I still have not received this product.  And, they have charged me for it already..."
293906,B00020HHM2,A1ODU9IV6O87IB,redmondbelle,4,22,2,1126569600,"Don't pay for ""expedited"" delivery","I paid over $13.00 for ""expedited"" delivery and the product still took FIVE days to arrive. Would not buy from them again."
293907,B00020HHM2,A3TJPSWY2HE4BS,"S. Layton ""homeschool blogger""",1,24,2,1173312000,N/A,"I only used two maybe three tea bags and got pregnant - can not drink during pregnancy.  Not a bad taste, but I'm not a big tea fan either."
293908,B00020HHM2,A20X23WJLV4R5X,kittykatbookworm,18,18,5,1251849600,tasty Maybe beneficial,"My midwife recommended this product, and I drank it throughout my second and third trimesters. My labor was slow, but I experienced nothing you might really call pain (pressure and some discomfort) all the way to 9 centimeters. Then I pushed 3 times and my son was born. I'm not saying for sure that it was the tea...but I didn't have labors like this with my other two.<br />At any rate, it's tasty and not harmful. Just remember to tell your midwife or doctor that you're using it. I still drink it just cause I like it."
293909,B00020HHM2,A25NYC06X34V46,C. Taylor,16,16,5,1259625600,Menopause Relief,I wanted a natural product to help with hot flashes and night sweats. This makes an INCREDIBLE difference in my quality of life and sleep.  I had significant decrease in symptoms almost immediately.  I let it steep in my cup for about 5 minutes.  I had trouble with the taste so I add sugar and a little peppermint extract and it is a very pleasant drink.  I have a cup morning and evening and now am able to sleep much better. I also find I am not exhausted and dont have that anxious feeling. I would advise anyone to try this as it has helped me so much.
293910,B00020HHM2,A3774UJAKO4FHI,lesley9,24,26,5,1255737600,Mild sweet tea,I've been watching the new Dr. Oz show and he recently recommended nettle tea. So I bought some and this happened to be the brand I chose.<br /><br />Nettle leaf tea is mild and sweet (I augment by using honey). Not absolutely sure of its benefits. It's touted as good for being a diuretic thereby keeping your kidneys clear and keeping bladder infections and kidney stones at bay. It's also suppose to help with arthritis. Dr. Oz had commented that it's suppose to help with head hair growth.<br /><br />I recommend it if for no other reason in that it's pleasant for those who like a less bitter type of tea.<br /><br />Alvita uses minimal packaging. The tea is in simple bags without strings or tags and smelled very fresh upon opening.
293911,B00020HHM2,ATZ318UY72KZ0,"A. Simmons ""Readaholic""",16,17,5,1302480000,Really works for hayfever (allergies)...,Was told by a friend to try Nettle tea for allergies. Brought it & it works great & quickly. Long time allergy suffer who loves Nettle tea. I'm able to use it & stopped all the other medications....
293912,B00020HHM2,A266OAY9BKJH5A,"Jodi Beatty ""J-man's mommy""",16,17,5,1211673600,Very high quality tea,Many of the common brands of herbal teas are not palatable to me.  This one is very good.  I enjoy it.  Easy on the palette and easy on the digestion track.  Yum!  Just like any high quality tea.
293913,B00020HHM2,AZU4M5K1N2LAB,ILuvShoes!,9,9,5,1295395200,A must have if you have painful heavy periods,"I had very painful cramps with Very Heavy bleeding that lasted for 5 days! and this cycle repeated every 21 days! So I would have a full period twice a month!! I was miserable and had to schedule my life around my cycle, because I was doubled over in pain or afraid of the embarrasment of bleeding onto my clothes! A friend recomended drinking this tea and my life changed!! I no longer have ANY Cramps!! the bleeding has subsided to 3 days with a normal flow and now my cycle is regulated to every 26 days or once a month. I have more energy and vitality and dont have to call in sick anymore!! This tea is blessing not only for pregnancy but for your menstrual cycle as well!! I tell every woman I know about this tea!! No need for birth control pills or other hormonal intervention. I love its pleasant light taste and enjoy drinking a cup a day."
293914,B00020HHM2,A31KEDM3BCYK6D,marie,15,17,5,1332201600,good stuff,"this red clover tea is worth my money, i have shed 8 pounds in 3 weeks, i know its not a diet tea or anything but, i drink this twice a day eat my 3 regular small meals, and a fruit or a rice cake or something lowfat, the tea coupled with better<br />eating habits and i ride my exercise bike and do a few stretches, lunges, lift a 5 pound weight in sets of 5's twice, for<br />about 15 minutes total2 times a day, nothing long and drawn out. before 3 weeks ago i honestly weighed 199, that's a lot of weight if you are 5'2, mostly in my butt and thighs. today i weigh 190, today meaning march 20, 2012. i have a long way to<br />go but that is a good start for me i love food it is hard but i find lowfat and sugarfree things to snack on. being overweight makes you tired easily, and the more tired you feel the more you will just sit around and when you sit around,<br />yep you tend to snack. my goal is 170 pounds, yea that is still a lot of weight but i am a realistic person, i will not<br />set myself up for a let down. if a should lose anything beyond 170 i will be very happy, i will update my quest on april 20, 2012. thanks"
293915,B00020HHM2,A1DI7KMBSK5MTU,Victoria Satterfield,11,12,5,1250726400,Anecdotal evidence was too true for me!,"I drank 3 cups brewed with 2 tea bags each of this tea for the last few months of my pregnancy.  The amount of time I spent pushing my son out totaled 5 minutes.  My midwife had said there were lots of anecdotal reports of raspberry leaf tea causing easier labors but I was skeptical.  Obviously, my experience made me a believer!<br /><br />I found this tea's taste to be no different from the more expensive brands.  And I appreciate that the design of these teabags is less wasteful by not using strings, tags, or staples like most teas."
293916,B00020HHM2,A38P3P5IV8T7AF,yooluvtin,6,6,5,1311811200,Helps slow breast milk production,Used this to help slow breast milk production when I was breastfeeding.  Worked well!  I drank 3 cups a day.
293917,B00020HHM2,A2NVPRHU3VF05G,"Vanessa Cobian ""Butterfly32""",5,5,5,1304553600,Wonderful Tea.,"The tea helped me tremendously with getting a more restful sleep.  I do however, think you should take it when you know you have more time to sleep in."
293918,B00020HHM2,A250DA7FHOZ15B,"Maricela Luciano ""Tea lover""",5,5,5,1267660800,The best!,"I started drinking this tea after a Doctor of alternative medicine recommended it to cure a Yeast Infection. It worked! I did not had to do to a GYN to cure my yeast infection. Also, it helped me in other way. After I started drinking the tea I stopped craving sugar. Needless to say, I lost like 15 pounds while drinking it. Is amazing and very medicinal. It also helps me with menstrual cramps. I love it! You can find it here online or in any natural health food store near you."
293919,B00020HHM2,A3AOF4C0MXEQSP,Kelly,5,5,4,1226361600,Not bad,"What can I say?  It's herbal tea, it tastes a bit grassy, but I like it.  I'd say try some before you buy a bunch of it because people either seem to love it or hate it."
293920,B00020HHM2,A2N0XGXKS9KTCK,"M. Wilkinson ""Pandorasboxbytina""",5,5,5,1210550400,IT WORKS  FOR ME,"I use it to help jump start my weight loss regime. I sometimes flip flop up and down 8 pounds when I am not careful and i drink this tea for about 3 days and I shed it all. It is NOT a gentle cleanser though it will have your stomach turning and yearning but in 8-12 hours it does the cleansing job and it usually only does it for the first go round.<br />I would say go for it, if you need to get a jump start but DONT expect a good tasting tea very bitter. I DONT sweeten at all, I break the bags so i can swallow some of the bark in the tea as well. Good Luck"
293921,B00020HHM2,A2M9OWAU1VQ0VT,L. Huenecke,10,12,5,1159660800,GREAT for hot flashes!,If you are looking for something natural to relieve (and possible stop) hot flashes--sage tea will do it. A glass in the morning and one at night and WOW what a difference it made!
293922,B00020HHM2,ANJSMWN361NSG,L. Donovan,7,8,5,1203638400,Sage tea,"Great product. Does not completely get rid of hot flashes and night sweats, but seriously reduces their number and intensity. I tried everything else and this is the only thing that made any difference. I now get reasonable sleep at night."
293923,B00020HHM2,A2Q11LO2M5GXDU,Dona,4,4,5,1307664000,UTI,"My husband is a paraplegic and was having UTIs constantly.  Since he started drinking a cup of this tea every morning, he hasn't had a UTI for a year."
293924,B00020HHM2,A1PG8FDKPVHXE,J.........,4,4,5,1284595200,A must have for every pregnant woman,"I have always wanted a natural delivery.  My friend who's had 2 other kids told me to take red raspberry tea leaf to strengthen our uterus, birth canal, etc... I started drinking this during my whole pregnancy. 1 tea bag during the first trimester and the 2nd trimester and on my third trimester, i put 2 bags, the last two weeks, i drink 2 bags every meal...<br /><br />I only had to push for 1.5 hours. didn't feel pain during contraction until 10 CM. and no epidural"
293925,B00020HHM2,A360DPC534SN3C,"A. Thompson ""marie michael gabriel raphael""",4,4,5,1250899200,Wonderful Tea,"I use red clover tea a lot and so do my friends, it helps cure insomnia and is also known as a cleanser of the body organs. I feel rejuvenated, refreshed and cheerful after I use it, which is between once a week and once a month."
293926,B00020HHM2,A36VNMYPXBSTQ3,Desert Dancer,6,7,5,1299110400,very pleasant flavor and good quality,Milk Thistle is said to be good for the liver. It has a very mellow and pleasant flavor. I really enjoy drinking it. Alvita brand has always had good quality teas.
293927,B00020HHM2,ARXU7TM4XXI1D,"Emma M. Diaz ""Emma R.""",3,3,5,1332288000,No more breast milk!,"Let me start off by saying that I am not a tea drinker at all! I am more of a coffee person. Anyway, I decided that I was gonna dry up my milk supply and read somewhere that sage tea decreases milk supply. I went ahead and ordered this tea for that purpose. It says on the box that the tea is very bitter so I went ahead and added 1 teaspoon of honey. It worked perfectly. I do see that it has diminish my need to pump dramatically. I went from pumping 4-5 times a day to twice a day the 1st two days since I started drinking the tea. Yesterday I only did it once and today none so far. I am not in pain, though my breasts are still tender to the touch. I would 100% recommend this to any mother trying to stop her milk supply."
293928,B00020HHM2,A17HTZ4S9NUZ93,"Creative Expressions ""Gale""",3,3,5,1332201600,I Love Sage Tea!,"I heard about drinking sage tea on the Dr. Oz show. Though sage is most commonly used in cooking, sage tea has been shown to boost alertness and mood, while decreasing anxiety, I was told.<br /><br />I find it very soothing. I was surprised that I actually like the taste. It's a woodsy taste just very appealing. It always makes me feel good afterward. The tea is caffeine free so I normally drink it in the afternoon or evening as I still need the caffeine coffee provides in the morning.<br /><br />This is a great product and I will most likely order it again."
293929,B00020HHM2,A2OETFZ7IA6XSQ,Jenn Barlow,3,3,5,1318636800,Great for colicky acid reflux babies,We tried this as per our ped recommendation for our colicky acid reflux baby who just did not sleep well at all starting at about 2 months old 2-3 oz mixed with her bottle in before bed. From day one this worked great. Just enough to help calm and sooth her and definitely helped relieve some tummy problems and gas from colic crying. She still didn't start sleeping through the night but it definitely helped as she started sleeping at least one 6 hour block at night which is a godsend when you are only getting 3-4 hours total per night.
293930,B00020HHM2,A1KPQQXV7G8CLK,"C. Swanson ""momof3""",3,3,5,1311379200,Recommended by herbalist--love it.,"We've been drinking this tea for about 2 years.  It has a very mild taste--much like regular Lipton tea bags.  When I make Iced tea, I use 2 bags of this and 4 bags of Lipton for 6 quarts of water.  Makes delicious tea.  The herbalist told me it is very healthy to drink--has iron as well.  My kids love it too-as hot tea or iced tea.  This is not a raspberry flavored tea.  It is from the leaves, so you'll need to look elsewhere if you are looking for flavored tea. I like that there are no strings to deal with--or individual wrappers to peel off, just throw the whole bag in."
293931,B00020HHM2,AMDREWLSOT8ID,Shauna G,3,3,5,1310169600,Red Raspberry Leaf Tea,"I've a difficult time drinking red raspberry leaf tea in the past. I wanted to try it again during my second pregnancy for uterine health. This time I steeped it in boiling water, added lots of honey, and poured it over ice. It's still not the best tasting tea variety, but this particular brand seems a bit more palletable than some others. As far as it's potency/effectiveness, I suppose I won't know until the baby comes (although realistically I'm not sure I'll even know then).<br /><br />This price is amazing, too. I kicked myself for paying twice as much at a local health food store. I will definitely be buying my next box here instead."
293932,B00020HHM2,A2ESI8PZ7N4ZBR,reallife,3,3,5,1304035200,I use this tea for menstral cramps,"I use this tea for menstral cramps.  I drink a lot of it and it works fantasticly on cramps and mood.  Here is the catch - you can't expect to drink one cup and feel better.  I make big containers of ice tea - and I start drinking it all the time about two days before my period even starts.  Also, once my period starts, I try to make sure I have a cup every two hours- sometimes I have even more.  So again, it works but drink alot."
293933,B00020HHM2,AFUM9UDF7IN6I,Nikki,3,3,5,1297728000,This stuff is great!!,"This tea not only  aids in digestion, but this tea also has a calming affect..it's a very relaxing tea.I drink it alone or w/honey. I always have some in my pantry. Great after a long  stressful day. I definitely recommend this product."
293934,B00020HHM2,A1JTAI1CD99Z9X,Preggo Belly,3,3,5,1295308800,Birthing Miracle Tea,"I also had heard from my lamaze class that red rasberry tea was suppose to ease and assist in the birthing process(It is a uterine toner). Well, in my case it couldn't have been more true. I literally pushed 3 times and the baby was out, and that was my first baby. I drank the tea every day for the last two months of pregnancy, up to delivery day. I must say...this time in my 2nd pregnancy i'm going to do it the exact same way. I recommend this product to any woman who wants to have an easier, shorter delivery."
293935,B00020HHM2,A3KSXW1MF1GRHQ,Banu,3,3,5,1292976000,UMMMM!!!!!!,"I usually dont like black herbal tea, but this one i was able to sip on the whole cup without making a face. It is full of aroma and tastes much better than the usual herbal teas that i have tasted in the past. The Rose flavour is the best. How much it really calms u, god only knows, but the pleasure is unbeatable."
293936,B00020HHM2,A2FBP7NGRMG73O,"T. Dobbins ""Leak""",3,3,5,1259625600,Good!,This is a really good tea.  I am drinking it during my pregnancy to tone the uterus.  Very good taste!
293937,B00020HHM2,AFDNACPVKXXPZ,Nicole M. Rios,3,3,4,1255219200,Good Inexpensive Cleanser.,"This tea really works. Drink a big cup before bed and in the morning you will have to use the bathroom. Sometimes I have to eat just a little something before it kicks in, but it always works within 1-2 hours after waking up. It does not really taste that great, but it is okay. Definitely helps me keep my weight even.<br /><br />Personally I like Kleritea better (more gentle, tastes better) but that costs almost 4 times as much. So I stick to Alvita Senna Leaf Tea now."
